108.579,350 --- 108.579, 591.421
(108,108)
(108,109)
(108,110)
(108,111)
(108,112)
(108,113)
(108,114)
(108,115)
(108,116)
(108,117)
(108,118)
(108,119)
(108,120)
(108,121)
(108,122)
(108,123)
(108,124)
(108,125)
(108,126)
(108,127)
(108,128)
(108,129)
(108,130)
(108,131)
(108,132)
(108,133)
(108,134)
(108,135)
(108,136)
(108,137)
(108,138)
(108,139)
(108,140)
(108,141)
(108,142)
(108,143)
(108,144)
(108,145)
(108,146)
(108,147)
(108,148)
(108,149)
(108,150)
(108,151)
(108,152)
(108,153)
(108,154)
(108,155)
(108,156)
(108,157)
(108,158)
(108,159)
(108,160)
(108,161)
(108,162)
(108,163)
(108,164)
(108,165)
(108,166)
(108,167)
(108,168)
(108,169)
(108,170)
(108,171)
(108,172)
(108,173)
(108,174)
(108,175)
(108,176)
(108,177)
(108,178)
(108,179)
(108,180)
(108,181)
(108,182)
(108,183)
(108,184)
(108,185)
(108,186)
(108,187)
(108,188)
(108,189)
(108,190)
(108,191)
(108,192)
(108,193)
(108,194)
(108,195)
(108,196)
(108,197)
(108,198)
(108,199)
(108,200)
(108,201)
(108,202)
(108,203)
(108,204)
(108,205)
(108,206)
(108,207)
(108,208)
(108,209)
(108,210)
(108,211)
(108,212)
(108,213)
(108,214)
(108,215)
(108,216)
(108,217)
(108,218)
(108,219)
(108,220)
(108,221)
(108,222)
(108,223)
(108,224)
(108,225)
(108,226)
(108,227)
(108,228)
(108,229)
(108,230)
(108,231)
(108,232)
(108,233)
(108,234)
(108,235)
(108,236)
(108,237)
(108,238)
(108,239)
(108,240)
(108,241)
(108,242)
(108,243)
(108,244)
(108,245)
(108,246)
(108,247)
(108,248)
(108,249)
(108,250)
(108,251)
(108,252)
(108,253)
(108,254)
(108,255)
(108,256)
(108,257)
(108,258)
(108,259)
(108,260)
(108,261)
(108,262)
(108,263)
(108,264)
(108,265)
(108,266)
(108,267)
(108,268)
(108,269)
(108,270)
(108,271)
(108,272)
(108,273)
(108,274)
(108,275)
(108,276)
(108,277)
(108,278)
(108,279)
(108,280)
(108,281)
(108,282)
(108,283)
(108,284)
(108,285)
(108,286)
(108,287)
(108,288)
(108,289)
(108,290)
(108,291)
(108,292)
(108,293)
(108,294)
(108,295)
(108,296)
(108,297)
(108,298)
(108,299)
(108,300)
(108,301)
(108,302)
(108,303)
(108,304)
(108,305)
(108,306)
(108,307)
(108,308)
(108,309)
(108,310)
(108,311)
(108,312)
(108,313)
(108,314)
(108,315)
(108,316)
(108,317)
(108,318)
(108,319)
(108,320)
(108,321)
(108,322)
(108,323)
(108,324)
(108,325)
(108,326)
(108,327)
(108,328)
(108,329)
(108,330)
(108,331)
(108,332)
(108,333)
(108,334)
(108,335)
(108,336)
(108,337)
(108,338)
(108,339)
(108,340)
(108,341)
(108,342)
(108,343)
(108,344)
(108,345)
(108,346)
(108,347)
(108,348)
(108,349)
(108,350)
(108,351)
(108,352)
(108,353)
(108,354)
(108,355)
(108,356)
(108,357)
(108,358)
(108,359)
(108,360)
(108,361)
(108,362)
(108,363)
(108,364)
(108,365)
(108,366)
(108,367)
(108,368)
(108,369)
(108,370)
(108,371)
(108,372)
(108,373)
(108,374)
(108,375)
(108,376)
(108,377)
(108,378)
(108,379)
(108,380)
(108,381)
(108,382)
(108,383)
(108,384)
(108,385)
(108,386)
(108,387)
(108,388)
(108,389)
(108,390)
(108,391)
(108,392)
(108,393)
(108,394)
(108,395)
(108,396)
(108,397)
(108,398)
(108,399)
(108,400)
(108,401)
(108,402)
(108,403)
(108,404)
(108,405)
(108,406)
(108,407)
(108,408)
(108,409)
(108,410)
(108,411)
(108,412)
(108,413)
(108,414)
(108,415)
(108,416)
(108,417)
(108,418)
(108,419)
(108,420)
(108,421)
(108,422)
(108,423)
(108,424)
(108,425)
(108,426)
(108,427)
(108,428)
(108,429)
(108,430)
(108,431)
(108,432)
(108,433)
(108,434)
(108,435)
(108,436)
(108,437)
(108,438)
(108,439)
(108,440)
(108,441)
(108,442)
(108,443)
(108,444)
(108,445)
(108,446)
(108,447)
(108,448)
(108,449)
(108,450)
(108,451)
(108,452)
(108,453)
(108,454)
(108,455)
(108,456)
(108,457)
(108,458)
(108,459)
(108,460)
(108,461)
(108,462)
(108,463)
(108,464)
(108,465)
(108,466)
(108,467)
(108,468)
(108,469)
(108,470)
(108,471)
(108,472)
(108,473)
(108,474)
(108,475)
(108,476)
(108,477)
(108,478)
(108,479)
(108,480)
(108,481)
(108,482)
(108,483)
(108,484)
(108,485)
(108,486)
(108,487)
(108,488)
(108,489)
(108,490)
(108,491)
(108,492)
(108,493)
(108,494)
(108,495)
(108,496)
(108,497)
(108,498)
(108,499)
(108,500)
(108,501)
(108,502)
(108,503)
(108,504)
(108,505)
(108,506)
(108,507)
(108,508)
(108,509)
(108,510)
(108,511)
(108,512)
(108,513)
(108,514)
(108,515)
(108,516)
(108,517)
(108,518)
(108,519)
(108,520)
(108,521)
